fiscalDateEnding;reportedCurrency;totalAssets;totalCurrentAssets;cashAndCashEquivalentsAtCarryingValue;totalLiabilities;totalCurrentLiabilities;totalShareholderEquity;commonStockSharesOutstanding;symbol;industry;grossProfit;totalRevenue;operatingIncome;sellingGeneralAndAdministrative;researchAndDevelopment;ebit;netIncome;fx_rate;stock_price;year_average;last_price;365 rolling;fiscal_year
2024-12-31;USD;624894000000.0;190867000000.0;78779000000.0;338924000000.0;179431000000.0;285970000000.0;10721000000;AMZN;e-commerce;311671000000.0;637959000000.0;68593000000.0;11359000000.0;88544000000.0;71020000000.0;59248000000.0;1.0;219.39;184.77;212.1;0.0;2024
2023-12-31;USD;527854000000.0;172351000000.0;73387000000.0;325979000000.0;164917000000.0;201875000000.0;10492000000;AMZN;e-commerce;270046000000.0;574785000000.0;36852000000.0;11816000000.0;85622000000.0;36852000000.0;30425000000.0;1.0;151.94;121.39;212.1;0.0;2023
2022-12-31;USD;462675000000.0;146791000000.0;53888000000.0;316632000000.0;155393000000.0;146043000000.0;10189000000;AMZN;e-commerce;225152000000.0;513983000000.0;12248000000.0;11891000000.0;73213000000.0;12248000000.0;-2722000000.0;1.0;84.0;1300.83;212.1;0.0;2022
2021-12-31;USD;420549000000.0;161580000000.0;36220000000.0;282304000000.0;142266000000.0;138245000000.0;10300000000;AMZN;e-commerce;197478000000.0;469822000000.0;24879000000.0;8823000000.0;56052000000.0;24879000000.0;33364000000.0;1.0;3334.34;3342.85;212.1;0.0;2021
2020-12-31;USD;321195000000.0;132733000000.0;42122000000.0;227791000000.0;126385000000.0;93404000000.0;10200000000;AMZN;e-commerce;152757000000.0;386064000000.0;22899000000.0;6668000000.0;42740000000.0;22899000000.0;21331000000.0;1.0;3256.93;2673.13;212.1;0.0;2020
2019-12-31;USD;225248000000.0;96334000000.0;36092000000.0;163188000000.0;87812000000.0;62060000000.0;10080000000;AMZN;e-commerce;114986000000.0;280522000000.0;14541000000.0;5203000000.0;35931000000.0;14541000000.0;11588000000.0;1.0;1847.84;1787.67;212.1;0.0;2019
2018-12-31;USD;162648000000.0;75101000000.0;31750000000.0;119099000000.0;68391000000.0;43549000000.0;10000000000;AMZN;e-commerce;93731000000.0;232887000000.0;12421000000.0;4336000000.0;28837000000.0;12421000000.0;10073000000.0;1.0;1501.97;1637.15;212.1;0.0;2018
2017-12-31;USD;131310000000.0;60197000000.0;20522000000.0;103601000000.0;57883000000.0;27709000000.0;9860000000;AMZN;e-commerce;65932000000.0;177866000000.0;4106000000.0;3674000000.0;22620000000.0;4106000000.0;3033000000.0;1.0;1169.47;967.83;212.1;0.0;2017
2016-12-31;USD;83402000000.0;45781000000.0;19334000000.0;64117000000.0;43816000000.0;19285000000.0;9680000000;AMZN;e-commerce;14018000000.0;135987000000.0;4186000000.0;2432000000.0;16085000000.0;4186000000.0;2371000000.0;1.0;749.87;698.26;212.1;0.0;2016
2015-12-31;USD;64747000000.0;35705000000.0;15890000000.0;51363000000.0;33887000000.0;13384000000.0;9540000000;AMZN;e-commerce;9405000000.0;107006000000.0;2233000000.0;1747000000.0;12540000000.0;2233000000.0;596000000.0;1.0;675.89;476.94;212.1;0.0;2015
2014-12-31;USD;54505000000.0;31327000000.0;14557000000.0;43764000000.0;28089000000.0;10741000000.0;9240000000;AMZN;e-commerce;6195000000.0;88988000000.0;178000000.0;1552000000.0;9275000000.0;178000000.0;-241000000.0;1.0;310.35;332.83;212.1;0.0;2014
2013-12-31;USD;40159000000.0;24625000000.0;8658000000.0;30413000000.0;22980000000.0;9746000000.0;9300000000;AMZN;e-commerce;5121000000.0;74452000000.0;745000000.0;1129000000.0;6565000000.0;745000000.0;274000000.0;1.0;398.79;298.37;212.1;0.0;2013
2012-12-31;USD;32555000000.0;21296000000.0;8084000000.0;24363000000.0;19002000000.0;8192000000.0;9060000000;AMZN;e-commerce;4139000000.0;61093000000.0;676000000.0;896000000.0;4564000000.0;676000000.0;-39000000.0;1.0;250.87;220.49;212.1;0.0;2012
2011-12-31;USD;25278000000.0;17490000000.0;5269000000.0;17521000000.0;14896000000.0;7757000000.0;9220000000;AMZN;e-commerce;3304000000.0;48077000000.0;862000000.0;658000000.0;2909000000.0;862000000.0;631000000.0;1.0;173.1;196.51;212.1;0.0;2011
2010-12-31;USD;18797000000.0;13747000000.0;3777000000.0;11933000000.0;10372000000.0;6864000000.0;9120000000;AMZN;e-commerce;3011000000.0;34204000000.0;1406000000.0;470000000.0;1734000000.0;1406000000.0;1152000000.0;1.0;180.0;138.97;212.1;0.0;2010
2009-12-31;USD;13813000000.0;9797000000.0;3444000000.0;8556000000.0;7364000000.0;5257000000.0;8840000000;AMZN;e-commerce;2239000000.0;24509000000.0;1129000000.0;328000000.0;1240000000.0;1129000000.0;902000000.0;1.0;134.52;87.07;212.1;0.0;2009
2008-12-31;USD;8314000000.0;6157000000.0;2769000000.0;5642000000.0;4746000000.0;2672000000.0;8640000000;AMZN;e-commerce;1579000000.0;19166000000.0;842000000.0;279000000.0;1033000000.0;842000000.0;645000000.0;1.0;51.28;69.85;212.1;0.0;2008
2007-12-31;USD;6485000000.0;5164000000.0;2539000000.0;5288000000.0;3714000000.0;1197000000.0;8480000000;AMZN;e-commerce;1243000000.0;14835000000.0;655000000.0;235000000.0;818000000.0;655000000.0;476000000.0;1.0;92.64;66.98;212.1;0.0;2007
2006-12-31;USD;4363000000.0;3373000000.0;1022000000.0;3932000000.0;2532000000.0;431000000.0;8480000000;AMZN;e-commerce;857000000.0;10711000000.0;389000000.0;195000000.0;662000000.0;389000000.0;190000000.0;1.0;39.46;36.06;212.1;0.0;2006
2005-12-31;USD;3696000000.0;2929000000.0;1013000000.0;3450000000.0;1899000000.0;246000000.0;8520000000;AMZN;e-commerce;843000000.0;8490000000.0;432000000.0;166000000.0;451000000.0;432000000.0;359000000.0;1.0;47.15;39.88;212.1;0.0;2005
2024-03-31;CNY;243987609250.0;104083448000.0;34303281250.0;90170797500.0;58273342750.0;136389708000.0;2544875000;BABA;e-commerce;49057321250.0;130116476000.0;15670637500.0;5804426250.0;7224392000.0;16521842750.0;11061244250.0;0.14;72.36;83.03;112.87;1.0;2023
2023-03-31;CNY;255173084640.0;101595930960.0;28105598160.0;91720703880.0;56091691560.0;144054472920.0;2639250000;BABA;e-commerce;46432475520.0;126446079720.0;14607091560.0;6140157480.0;8259656640.0;15454687440.0;10594293480.0;0.15;102.18;93.15;112.87;0.0;2022
2022-03-31;CNY;267270019390.0;100652272050.0;29933621740.0;96683936800.0;60495871920.0;149508744770.0;2723375000;BABA;e-commerce;49434659560.0;134468163060.0;10977037940.0;5031864860.0;8742947950.0;12635778430.0;9812309870.0;0.16;108.8;166.44;112.87;0.0;2021
2021-03-31;CNY;257859658080.0;98151001600.0;49011730720.0;92540455040.0;57569736480.0;143020423200.0;2747750000;BABA;e-commerce;45170575040.0;109429609840.0;13681275680.0;8424973440.0;8731924160.0;25943438240.0;22972179680.0;0.15;226.73;248.38;112.87;0.0;2020
2020-03-31;CNY;185354092450.0;65350839910.0;46657108510.0;61173760780.0;34145070240.0;106639959170.0;2668250000;BABA;e-commerce;32094152480.0;71955901870.0;12907173100.0;3980570490.0;6081603600.0;24256535250.0;21095456610.0;0.14;194.48;185.49;112.87;0.0;2019
2019-03-31;CNY;143796324000.0;40270677000.0;28306424000.0;52101426000.0;30942681000.0;73346293000.0;2623000000;BABA;e-commerce;25317335000.0;56149756000.0;8505516000.0;3708461000.0;5577815000.0;15110239000.0;13095014000.0;0.15;182.45;170.74;112.87;0.0;2018
2018-03-31;CNY;114166140800.0;40891316000.0;31729992800.0;44207452000.0;21620952000.0;58238862400.0;2571929843;BABA;e-commerce;22800942400.0;39842347200.0;11034788800.0;2585567200.0;3622436800.0;16551864800.0;10203605600.0;0.16;183.54;162.87;112.87;0.0;2017
2017-03-31;CNY;73589102400.0;26406652800.0;20870467200.0;26526733200.0;13585492800.0;40481614800.0;2573000000;BABA;e-commerce;14344308000.0;22981239600.0;6977586000.0;1777102800.0;2477112000.0;9104040000.0;6341610000.0;0.15;107.83;91.97;112.87;0.0;2016
2016-03-31;CNY;56453305000.0;20767443000.0;16546108200.0;17745498900.0;8060841100.0;33611286300.0;2562000000;BABA;e-commerce;10345461200.0;15667050700.0;4507899800.0;1425854500.0;2135761200.0;12920828600.0;11069154000.0;0.15;79.03;76.93;112.87;0.0;2015
2015-03-31;CNY;41201504200.0;22922181700.0;17451530900.0;15810787300.0;6399093600.0;23459310700.0;2500000000;BABA;e-commerce;8447281000.0;12291705200.0;3731675500.0;1258140000.0;1719135400.0;5657758800.0;3913299300.0;0.16;83.24;0.0;112.87;0.0;2014
2024-12-31;USD;81611000000.0;61092000000.0;6561000000.0;61194000000.0;48376000000.0;20417000000.0;1039000000;PYPL;fintech;14658000000.0;31797000000.0;5325000000.0;2147000000.0;2979000000.0;5711000000.0;4147000000.0;1.0;85.35;69.07;72.26;0.0;2024
2023-12-31;USD;82166000000.0;62569000000.0;9081000000.0;61115000000.0;48466000000.0;21051000000.0;1107000000;PYPL;fintech;13704000000.0;29771000000.0;5028000000.0;2059000000.0;2973000000.0;5758000000.0;4246000000.0;1.0;61.41;66.85;72.26;0.0;2023
2022-12-31;USD;78717000000.0;57517000000.0;7776000000.0;58443000000.0;45101000000.0;20274000000.0;1158000000;PYPL;fintech;13773000000.0;27518000000.0;3837000000.0;2099000000.0;3253000000.0;3670000000.0;2419000000.0;1.0;71.22;97.18;72.26;0.0;2022
2021-12-31;USD;75803000000.0;52574000000.0;5197000000.0;54076000000.0;43029000000.0;21727000000.0;1186000000;PYPL;fintech;13996000000.0;25371000000.0;4262000000.0;2114000000.0;3038000000.0;4331000000.0;4169000000.0;1.0;188.58;254.24;72.26;0.0;2021
2020-12-31;USD;70379000000.0;50995000000.0;4794000000.0;50316000000.0;38447000000.0;20019000000.0;1187000000;PYPL;fintech;11779000000.0;21454000000.0;3289000000.0;2070000000.0;2642000000.0;5274000000.0;4202000000.0;1.0;234.2;161.31;72.26;0.0;2020
2019-12-31;USD;51333000000.0;38495000000.0;7349000000.0;34404000000.0;26919000000.0;16885000000.0;1188000000;PYPL;fintech;9602000000.0;17772000000.0;2719000000.0;1711000000.0;2085000000.0;3113000000.0;2459000000.0;1.0;108.17;105.09;72.26;0.0;2019
2018-12-31;USD;43332000000.0;32963000000.0;7575000000.0;27946000000.0;25904000000.0;15386000000.0;1203000000;PYPL;fintech;8596000000.0;15451000000.0;2194000000.0;1451000000.0;1071000000.0;2453000000.0;2057000000.0;1.0;84.09;82.55;72.26;0.0;2018
2017-12-31;USD;40774000000.0;32645000000.0;2883000000.0;24780000000.0;22863000000.0;15994000000.0;1221000000;PYPL;fintech;7664000000.0;13094000000.0;2127000000.0;1155000000.0;953000000.0;2200000000.0;1795000000.0;1.0;73.62;55.83;72.26;0.0;2017
2016-12-31;USD;33103000000.0;25733000000.0;1590000000.0;18391000000.0;16878000000.0;14712000000.0;1218000000;PYPL;fintech;6408000000.0;10842000000.0;1586000000.0;1028000000.0;834000000.0;1586000000.0;1401000000.0;1.0;39.47;38.22;72.26;0.0;2016
2015-12-31;USD;28881000000.0;20648000000.0;1393000000.0;15122000000.0;13617000000.0;13759000000.0;1229000000;PYPL;fintech;5829000000.0;9248000000.0;1461000000.0;560000000.0;947000000.0;1509000000.0;1228000000.0;1.0;36.2;0.0;72.26;0.0;2015
2024-12-31;USD;36777595000.0;19880201000.0;12258119000.0;15542633000.0;8546798000.0;21267932000.0;636390000;XYZ;fintech;8889036000.0;24121053000.0;892327000.0;2003591000.0;2914415000.0;1037835000.0;2897047000.0;1.0;84.99;72.24;64.82;0.0;2024
2023-12-31;USD;33031308000.0;17818697000.0;8166895000.0;14338472000.0;8883044000.0;18695256000.0;614024000;XYZ;fintech;7504886000.0;21915623000.0;-278839000.0;2209190000.0;2720819000.0;-29143000.0;9772000.0;1.0;77.35;63.96;64.82;0.0;2023
2022-12-31;USD;31364340000.0;15623405000.0;7724526000.0;14112985000.0;8434516000.0;17222879000.0;578949000;XYZ;fintech;5991892000.0;17531587000.0;-577961000.0;1686849000.0;2135612000.0;-529089000.0;-553005000.0;1.0;62.84;86.17;64.82;0.0;2022
2021-12-31;USD;13925764000.0;10520928000.0;4443669000.0;10612175000.0;5435104000.0;3272855000.0;501779000;XYZ;fintech;4419823000.0;17661203000.0;261712000.0;983326000.0;1399079000.0;190586000.0;166284000.0;1.0;161.51;234.83;64.82;0.0;2021
2020-12-31;USD;9869550000.0;7761629000.0;5195890000.0;7187981000.0;4126104000.0;2681569000.0;482167000;XYZ;fintech;2733409000.0;9497578000.0;272910000.0;579203000.0;881826000.0;272910000.0;213105000.0;1.0;217.64;120.65;64.82;0.0;2020
2019-12-31;USD;4551258000.0;3219801000.0;1723410000.0;2836208000.0;1694085000.0;1715050000.0;466076000;XYZ;fintech;1889685000.0;4713500000.0;26557000.0;436250000.0;670606000.0;399729000.0;375446000.0;1.0;62.56;68.49;64.82;0.0;2019
2018-12-31;USD;3281023000.0;2111905000.0;917190000.0;2160522000.0;1018541000.0;1120501000.0;405731000;XYZ;fintech;1303700000.0;3298177000.0;-36614000.0;339245000.0;497479000.0;-18145000.0;-38453000.0;1.0;56.09;62.05;64.82;0.0;2018
2017-12-31;USD;2187270000.0;1778294000.0;696474000.0;1400937000.0;972827000.0;786333000.0;379344000;XYZ;fintech;839306000.0;2214253000.0;-54206000.0;250553000.0;321888000.0;12812000.0;-62813000.0;1.0;34.67;24.8;64.82;0.0;2017
2016-12-31;USD;1211362000.0;1001425000.0;495604000.0;635209000.0;577464000.0;576153000.0;341555000;XYZ;fintech;576038000.0;1708721000.0;-170453000.0;251993000.0;268537000.0;-129553000.0;-171590000.0;1.0;13.63;11.36;64.82;0.0;2016
2015-12-31;USD;894772000.0;705563000.0;470775000.0;386724000.0;334202000.0;508048000.0;170498000;XYZ;fintech;370030000.0;1267118000.0;-174458000.0;143466000.0;199638000.0;-120449000.0;-179817000.0;1.0;13.09;0.0;64.82;0.0;2015
2024-12-31;EUR;50300925712.0;31819971228.0;13184458398.0;31173372816.0;20757610308.0;19127552896.0;393600000;ASML;semiconducteur;15002408240.0;29258319338.0;9340375972.0;1206755954.0;4455276314.0;9340375972.0;7838271752.0;1.04;693.08;865.3;759.86;6.71;2024
2023-12-31;EUR;44129063000.0;26940623160.0;7735990680.0;29272232440.0;17973778680.0;14856830560.0;394100000;ASML;semiconducteur;15611908840.0;30435607400.0;9986316120.0;1229418080.0;4396174640.0;10200459280.0;8657391600.0;1.1;756.92;662.66;759.86;6.49;2023
2022-12-31;EUR;41410258560.0;24050501376.0;7752078048.0;29373062400.0;18944878656.0;12037196160.0;398000000;ASML;semiconducteur;11212425312.0;22582701504.0;7808285760.0;1008859104.0;2433996576.0;6950664864.0;5998546752.0;1.07;546.4;563.58;759.86;6.93;2022
2021-12-31;EUR;34360252290.0;20674799418.0;7901346362.0;22834547736.0;13977783820.0;11525704554.0;410400000;ASML;semiconducteur;11148811310.0;21153076490.0;7672096159.0;824709704.0;2894894730.0;7429206876.0;6686786288.0;1.14;796.14;699.25;759.86;3.96;2021
2020-12-31;EUR;33303857012.0;19456583400.0;7388616172.0;16368934760.0;8065382830.0;16934922252.0;419100000;ASML;semiconducteur;8301964136.0;17073060330.0;4948421070.0;665529962.0;2688013104.0;4948421070.0;4340418106.0;1.22;487.72;348.36;759.86;0.0;2020
2019-12-31;EUR;26950317279.0;13423971751.0;3960732667.0;11390288078.0;5263447389.0;15560029201.0;421600000;ASML;semiconducteur;5494433129.0;13253647800.0;3046208543.0;583631445.0;1864593141.0;3142303096.0;2894161619.0;1.12;295.94;218.36;759.86;0.0;2019
2018-12-31;EUR;24853586940.0;11959611300.0;3578653260.0;10013831100.0;4347792540.0;14839755840.0;426400000;ASML;semiconducteur;5410002780.0;12548390400.0;3305991780.0;559540800.0;1544470200.0;3400012980.0;2888629380.0;1.15;155.62;191.45;759.86;0.0;2018
2017-12-31;EUR;21860791032.0;10820829660.0;2713917420.0;9034617876.0;4014891822.0;12826173156.0;431600000;ASML;semiconducteur;4897665846.0;10875852864.0;2998884756.0;499774080.0;1513378386.0;2888357796.0;2565186576.0;1.2;173.82;146.23;759.86;0.0;2017
2016-12-31;EUR;18001156698.0;8952923028.0;3041256918.0;7726857810.0;3432229332.0;10274298888.0;427967032;ASML;semiconducteur;3185216790.0;7108855656.0;1734318894.0;392081407.2;1156910076.0;1809309851.16;1539931218.0;1.05;112.2;99.44;759.86;0.0;2016
2015-12-31;EUR;14436242800.0;8369220384.0;2669754808.0;5327348208.0;3373922048.0;9108894592.0;433021390;ASML;semiconducteur;3144266888.0;6827110416.0;1699448184.0;375409634.88;1159785704.0;1609106296.0;1506277248.0;1.09;88.77;99.38;759.86;0.0;2015
2014-12-31;EUR;15806209671.49;8380695117.78;2926587280.33;5686864402.79;3492017383.37;10119345268.7;439693000;ASML;semiconducteur;3020793778.3;7083694096.43;1843121229.63;388411444.9;890194131.73;1333952786.26;1715585688.8;1.21;107.83;92.73;759.86;0.0;2014
2013-12-31;EUR;16768643846.5;9420535542.6;3202606625.4;6401341037.0;3937025974.7;10367302809.5;433446000;ASML;semiconducteur;2866345118.0;7207602456.6;1752164377.6;428363308.1;774944306.5;1224794416.3;1640461040.4;1.37;93.7;82.41;759.86;0.0;2013
2012-12-31;EUR;9775931600.0;7693442480.0;2331817920.0;4410877120.0;2752246960.0;5365054480.0;426986000;ASML;semiconducteur;2645259840.0;6241794800.0;1526050560.0;342069879.2;777140720.0;1526050560.0;1512198960.0;1.32;64.39;51.75;759.86;0.0;2012
2011-12-31;EUR;9775509591.6;7198719360.8;3532740482.4;4965057765.6;2887491876.4;4810451826.0;429053000;ASML;semiconducteur;3041272754.4;7307918462.0;2125378079.6;281793452.8;636492348.8;1991886216.4;1932132617.2;1.29;41.79;39.03;759.86;0.0;2011
2010-12-31;EUR;8272465400.0;6618213250.0;2609807300.0;4559600250.0;2885538300.0;3712865150.0;438974000;ASML;semiconducteur;2617035200.0;6033824150.0;1674061950.0;242328732.5;700570900.0;1692454278.5;1367679300.0;1.34;38.34;31.93;759.86;0.0;2010
2009-12-31;EUR;5339266702.8;3937501441.6;1485504797.6;2797089019.6;1495669108.0;2542177683.2;333113550;ASML;semiconducteur;656600700.8;2286200641.2;-236364621.2;224376865.6;668588456.4;-172893544.8;-216184970.0;1.43;34.09;23.51;759.86;0.0;2009
2008-12-31;EUR;5516779806.06;4163778124.74;1553315794.85;2731681286.66;1412097239.8;2785098518.0;334337850;ASML;semiconducteur;1422139190.84;4136370005.54;401982075.63;296661611.1;753875838.99;501733716.33;451451172.23;1.4;18.07;22.85;759.86;0.0;2008
2007-12-31;EUR;5941758517.08;4848597375.03;1857476594.96;3155305557.61;1905872795.38;2786452958.01;373945110;ASML;semiconducteur;2279191612.27;5563331307.09;1205640818.11;329114211.2;710105669.03;1205640818.11;1004731023.04;1.46;31.29;28.52;759.86;0.0;2007
2006-12-31;EUR;5214967254.27;4522024265.69;2185563972.75;2368664709.91;1559345990.5;2846302544.36;388066910;ASML;semiconducteur;1929715777.65;4747814206.49;1149173217.11;270314200.1;510229279.1;1149173217.11;824526859.31;1.32;24.63;21.64;759.86;0.0;2006
2005-12-31;EUR;4644549805.5;3964189672.58;2355164697.6;2527759719.79;1755895147.88;2116790085.71;371639006;ASML;semiconducteur;1204650331.09;3127220473.16;555360416.33;769473787.5;400489951.95;555359371.88;385144480.46;1.24;20.08;17.0;759.86;0.0;2005
2024-12-31;USD;24385000000.0;7305000000.0;3292000000.0;14854000000.0;3098000000.0;9183000000.0;257848000;NXPI;semiconducteur;7119000000.0;12614000000.0;3417000000.0;1164000000.0;2347000000.0;3497000000.0;2510000000.0;1.0;207.85;241.84;212.83;4.06;2024
2023-12-31;USD;24353000000.0;7864000000.0;3862000000.0;15393000000.0;4111000000.0;8644000000.0;261370000;NXPI;semiconducteur;7553000000.0;13276000000.0;3661000000.0;1159000000.0;2418000000.0;3790000000.0;2797000000.0;1.0;229.68;191.15;212.83;3.89;2023
2022-12-31;USD;23236000000.0;6935000000.0;3845000000.0;15496000000.0;3270000000.0;7449000000.0;264053000;NXPI;semiconducteur;7517000000.0;13205000000.0;3797000000.0;1066000000.0;2148000000.0;3790000000.0;2787000000.0;1.0;158.03;174.31;212.83;3.1;2022
2021-12-31;USD;20864000000.0;5228000000.0;2830000000.0;14094000000.0;2452000000.0;6528000000.0;275646000;NXPI;semiconducteur;6067000000.0;11063000000.0;2583000000.0;956000000.0;1936000000.0;2549000000.0;1871000000.0;1.0;227.78;200.89;212.83;1.5;2021
2020-12-31;USD;19847000000.0;4324000000.0;2275000000.0;10696000000.0;2017000000.0;8944000000.0;283809000;NXPI;semiconducteur;4235000000.0;8612000000.0;418000000.0;879000000.0;1725000000.0;363000000.0;84000000.0;1.0;159.01;121.7;212.83;0.38;2020
2019-12-31;USD;20016000000.0;3267000000.0;1045000000.0;10361000000.0;1791000000.0;9441000000.0;285911000;NXPI;semiconducteur;4618000000.0;8877000000.0;641000000.0;924000000.0;1643000000.0;672000000.0;243000000.0;1.0;127.26;100.85;212.83;0.0;2019
2018-12-31;USD;21530000000.0;5225000000.0;2789000000.0;10840000000.0;3385000000.0;10505000000.0;328606000;NXPI;semiconducteur;4851000000.0;9407000000.0;2710000000.0;993000000.0;1700000000.0;2658000000.0;2208000000.0;1.0;73.28;101.41;212.83;0.0;2018
2017-12-31;USD;24049000000.0;6044000000.0;3547000000.0;10333000000.0;2718000000.0;13527000000.0;345802000;NXPI;semiconducteur;4619000000.0;9256000000.0;2102000000.0;1090000000.0;1554000000.0;2046000000.0;2215000000.0;1.0;117.09;108.8;212.83;0.0;2017
2016-12-31;USD;24564000000.0;5398000000.0;1894000000.0;13803000000.0;2433000000.0;10540000000.0;338477000;NXPI;semiconducteur;4069000000.0;9498000000.0;-150000000.0;1141000000.0;1560000000.0;-195000000.0;-192000000.0;1.0;98.01;86.13;212.83;0.0;2016
2015-12-31;USD;26354000000.0;4812000000.0;1614000000.0;14551000000.0;2548000000.0;11515000000.0;250116000;NXPI;semiconducteur;2787000000.0;6101000000.0;2015000000.0;725000000.0;890000000.0;1713000000.0;1526000000.0;1.0;84.25;91.54;212.83;0.0;2015
2014-12-31;USD;6893000000.0;2640000000.0;1185000000.0;6092000000.0;1320000000.0;538000000.0;248609000;NXPI;semiconducteur;2640000000.0;5647000000.0;1049000000.0;1587000000.0;763000000.0;784000000.0;539000000.0;1.0;76.4;62.79;212.83;0.0;2014
2013-12-31;USD;6449000000.0;2092000000.0;670000000.0;4903000000.0;1193000000.0;1301000000.0;255050000;NXPI;semiconducteur;2177000000.0;4815000000.0;651000000.0;1517000000.0;639000000.0;559000000.0;348000000.0;1.0;45.93;34.13;212.83;0.0;2013
2012-12-31;USD;6439000000.0;1954000000.0;617000000.0;5155000000.0;1496000000.0;1049000000.0;248064000;NXPI;semiconducteur;1988000000.0;4358000000.0;412000000.0;1254000000.0;628000000.0;242000000.0;-115000000.0;1.0;26.32;23.34;212.83;0.0;2012
